module id,category,module gds name,origin x [um],origin y [um],count,wchannel [nm],num fingers,lchannel [nm],lcontact [nm],loverlap [nm],gate asymmetry [nm],w_nmos [nm],w_pmos [nm],module description
'3677',FINGERED FET,mod_fingered_fet_ov_pmos_nf_16_lc_0.28_lch_0.08_lov_0.02_gateasym_0.00_w_4.0,8500,13320.0,3,4000.0,16,80.0,280.0,20.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3678',FINGERED FET,mod_fingered_fet_ov_pmos_nf_8_lc_0.28_lch_0.08_lov_0.02_gateasym_0.00_w_4.0,8500,16560.0,3,4000.0,8,80.0,280.0,20.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3679',FINGERED FET,mod_fingered_fet_ov_pmos_nf_4_lc_0.28_lch_0.08_lov_0.02_gateasym_0.00_w_4.0,8500,19800.0,3,4000.0,4,80.0,280.0,20.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3680',FINGERED FET,mod_fingered_fet_ov_nmos_nf_32_lc_0.28_lch_0.08_lov_0.0_gateasym_0.00_w_4.0,8550,10080.0,3,4000.0,32,80.0,280.0,0.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3681',FINGERED FET,mod_fingered_fet_ov_nmos_nf_16_lc_0.28_lch_0.08_lov_0.0_gateasym_0.00_w_4.0,8550,13320.0,3,4000.0,16,80.0,280.0,0.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3682',FINGERED FET,mod_fingered_fet_ov_nmos_nf_8_lc_0.28_lch_0.08_lov_0.0_gateasym_0.00_w_4.0,8550,16560.0,3,4000.0,8,80.0,280.0,0.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3683',FINGERED FET,mod_fingered_fet_ov_nmos_nf_4_lc_0.28_lch_0.08_lov_0.0_gateasym_0.00_w_4.0,8550,19800.0,3,4000.0,4,80.0,280.0,0.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3684',FINGERED FET,mod_fingered_fet_ov_pmos_nf_32_lc_0.28_lch_0.08_lov_0.0_gateasym_0.00_w_4.0,8600,10080.0,3,4000.0,32,80.0,280.0,0.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3685',FINGERED FET,mod_fingered_fet_ov_pmos_nf_16_lc_0.28_lch_0.08_lov_0.0_gateasym_0.00_w_4.0,8600,13320.0,3,4000.0,16,80.0,280.0,0.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3686',FINGERED FET,mod_fingered_fet_ov_pmos_nf_8_lc_0.28_lch_0.08_lov_0.0_gateasym_0.00_w_4.0,8600,16560.0,3,4000.0,8,80.0,280.0,0.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3687',FINGERED FET,mod_fingered_fet_ov_pmos_nf_4_lc_0.28_lch_0.08_lov_0.0_gateasym_0.00_w_4.0,8600,19800.0,3,4000.0,4,80.0,280.0,0.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3688',FINGERED FET,mod_fingered_fet_ov_nmos_nf_32_lc_0.28_lch_0.08_lov_-0.01_gateasym_0.00_w_4.0,8650,10080.0,3,4000.0,32,80.0,280.0,-10.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3689',FINGERED FET,mod_fingered_fet_ov_nmos_nf_16_lc_0.28_lch_0.08_lov_-0.01_gateasym_0.00_w_4.0,8650,13320.0,3,4000.0,16,80.0,280.0,-10.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3690',FINGERED FET,mod_fingered_fet_ov_nmos_nf_8_lc_0.28_lch_0.08_lov_-0.01_gateasym_0.00_w_4.0,8650,16560.0,3,4000.0,8,80.0,280.0,-10.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3691',FINGERED FET,mod_fingered_fet_ov_nmos_nf_4_lc_0.28_lch_0.08_lov_-0.01_gateasym_0.00_w_4.0,8650,19800.0,3,4000.0,4,80.0,280.0,-10.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3692',FINGERED FET,mod_fingered_fet_ov_pmos_nf_32_lc_0.28_lch_0.08_lov_-0.01_gateasym_0.00_w_4.0,8700,10080.0,3,4000.0,32,80.0,280.0,-10.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3693',FINGERED FET,mod_fingered_fet_ov_pmos_nf_16_lc_0.28_lch_0.08_lov_-0.01_gateasym_0.00_w_4.0,8700,13320.0,3,4000.0,16,80.0,280.0,-10.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3694',FINGERED FET,mod_fingered_fet_ov_pmos_nf_8_lc_0.28_lch_0.08_lov_-0.01_gateasym_0.00_w_4.0,8700,16560.0,3,4000.0,8,80.0,280.0,-10.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3695',FINGERED FET,mod_fingered_fet_ov_pmos_nf_4_lc_0.28_lch_0.08_lov_-0.01_gateasym_0.00_w_4.0,8700,19800.0,3,4000.0,4,80.0,280.0,-10.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3696',FINGERED FET,mod_fingered_fet_ov_nmos_nf_32_lc_0.24_lch_0.16_lov_0.1_gateasym_0.00_w_4.0,8750,10080.0,3,4000.0,32,160.0,240.0,100.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3697',FINGERED FET,mod_fingered_fet_ov_nmos_nf_16_lc_0.24_lch_0.16_lov_0.1_gateasym_0.00_w_4.0,8750,13320.0,3,4000.0,16,160.0,240.0,100.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3698',FINGERED FET,mod_fingered_fet_ov_nmos_nf_8_lc_0.24_lch_0.16_lov_0.1_gateasym_0.00_w_4.0,8750,16560.0,3,4000.0,8,160.0,240.0,100.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3699',FINGERED FET,mod_fingered_fet_ov_nmos_nf_4_lc_0.24_lch_0.16_lov_0.1_gateasym_0.00_w_4.0,8750,19800.0,3,4000.0,4,160.0,240.0,100.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3700',FINGERED FET,mod_fingered_fet_ov_pmos_nf_32_lc_0.24_lch_0.16_lov_0.1_gateasym_0.00_w_4.0,8800,10080.0,3,4000.0,32,160.0,240.0,100.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3701',FINGERED FET,mod_fingered_fet_ov_pmos_nf_16_lc_0.24_lch_0.16_lov_0.1_gateasym_0.00_w_4.0,8800,13320.0,3,4000.0,16,160.0,240.0,100.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3702',FINGERED FET,mod_fingered_fet_ov_pmos_nf_8_lc_0.24_lch_0.16_lov_0.1_gateasym_0.00_w_4.0,8800,16560.0,3,4000.0,8,160.0,240.0,100.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3703',FINGERED FET,mod_fingered_fet_ov_pmos_nf_4_lc_0.24_lch_0.16_lov_0.1_gateasym_0.00_w_4.0,8800,19800.0,3,4000.0,4,160.0,240.0,100.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3704',FINGERED FET,mod_fingered_fet_ov_nmos_nf_32_lc_0.24_lch_0.16_lov_0.08_gateasym_0.00_w_4.0,8850,10080.0,3,4000.0,32,160.0,240.0,80.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3705',FINGERED FET,mod_fingered_fet_ov_nmos_nf_16_lc_0.24_lch_0.16_lov_0.08_gateasym_0.00_w_4.0,8850,13320.0,3,4000.0,16,160.0,240.0,80.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3706',FINGERED FET,mod_fingered_fet_ov_nmos_nf_8_lc_0.24_lch_0.16_lov_0.08_gateasym_0.00_w_4.0,8850,16560.0,3,4000.0,8,160.0,240.0,80.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3707',FINGERED FET,mod_fingered_fet_ov_nmos_nf_4_lc_0.24_lch_0.16_lov_0.08_gateasym_0.00_w_4.0,8850,19800.0,3,4000.0,4,160.0,240.0,80.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3708',FINGERED FET,mod_fingered_fet_ov_pmos_nf_32_lc_0.24_lch_0.16_lov_0.08_gateasym_0.00_w_4.0,8900,10080.0,3,4000.0,32,160.0,240.0,80.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3709',FINGERED FET,mod_fingered_fet_ov_pmos_nf_16_lc_0.24_lch_0.16_lov_0.08_gateasym_0.00_w_4.0,8900,13320.0,3,4000.0,16,160.0,240.0,80.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3710',FINGERED FET,mod_fingered_fet_ov_pmos_nf_8_lc_0.24_lch_0.16_lov_0.08_gateasym_0.00_w_4.0,8900,16560.0,3,4000.0,8,160.0,240.0,80.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3711',FINGERED FET,mod_fingered_fet_ov_pmos_nf_4_lc_0.24_lch_0.16_lov_0.08_gateasym_0.00_w_4.0,8900,19800.0,3,4000.0,4,160.0,240.0,80.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3712',FINGERED FET,mod_fingered_fet_ov_nmos_nf_32_lc_0.24_lch_0.16_lov_0.06_gateasym_0.00_w_4.0,8950,10080.0,3,4000.0,32,160.0,240.0,60.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3713',FINGERED FET,mod_fingered_fet_ov_nmos_nf_16_lc_0.24_lch_0.16_lov_0.06_gateasym_0.00_w_4.0,8950,13320.0,3,4000.0,16,160.0,240.0,60.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3714',FINGERED FET,mod_fingered_fet_ov_nmos_nf_8_lc_0.24_lch_0.16_lov_0.06_gateasym_0.00_w_4.0,8950,16560.0,3,4000.0,8,160.0,240.0,60.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3715',FINGERED FET,mod_fingered_fet_ov_nmos_nf_4_lc_0.24_lch_0.16_lov_0.06_gateasym_0.00_w_4.0,8950,19800.0,3,4000.0,4,160.0,240.0,60.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3716',FINGERED FET,mod_fingered_fet_ov_pmos_nf_32_lc_0.24_lch_0.16_lov_0.06_gateasym_0.00_w_4.0,9000,10080.0,3,4000.0,32,160.0,240.0,60.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3717',FINGERED FET,mod_fingered_fet_ov_pmos_nf_16_lc_0.24_lch_0.16_lov_0.06_gateasym_0.00_w_4.0,9000,13320.0,3,4000.0,16,160.0,240.0,60.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3718',FINGERED FET,mod_fingered_fet_ov_pmos_nf_8_lc_0.24_lch_0.16_lov_0.06_gateasym_0.00_w_4.0,9000,16560.0,3,4000.0,8,160.0,240.0,60.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3719',FINGERED FET,mod_fingered_fet_ov_pmos_nf_4_lc_0.24_lch_0.16_lov_0.06_gateasym_0.00_w_4.0,9000,19800.0,3,4000.0,4,160.0,240.0,60.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3720',FINGERED FET,mod_fingered_fet_ov_nmos_nf_32_lc_0.24_lch_0.16_lov_0.04_gateasym_0.00_w_4.0,9050,10080.0,3,4000.0,32,160.0,240.0,40.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3721',FINGERED FET,mod_fingered_fet_ov_nmos_nf_16_lc_0.24_lch_0.16_lov_0.04_gateasym_0.00_w_4.0,9050,13320.0,3,4000.0,16,160.0,240.0,40.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3722',FINGERED FET,mod_fingered_fet_ov_nmos_nf_8_lc_0.24_lch_0.16_lov_0.04_gateasym_0.00_w_4.0,9050,16560.0,3,4000.0,8,160.0,240.0,40.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3723',FINGERED FET,mod_fingered_fet_ov_nmos_nf_4_lc_0.24_lch_0.16_lov_0.04_gateasym_0.00_w_4.0,9050,19800.0,3,4000.0,4,160.0,240.0,40.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3724',FINGERED FET,mod_fingered_fet_ov_pmos_nf_32_lc_0.24_lch_0.16_lov_0.04_gateasym_0.00_w_4.0,9100,10080.0,3,4000.0,32,160.0,240.0,40.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3725',FINGERED FET,mod_fingered_fet_ov_pmos_nf_16_lc_0.24_lch_0.16_lov_0.04_gateasym_0.00_w_4.0,9100,13320.0,3,4000.0,16,160.0,240.0,40.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3726',FINGERED FET,mod_fingered_fet_ov_pmos_nf_8_lc_0.24_lch_0.16_lov_0.04_gateasym_0.00_w_4.0,9100,16560.0,3,4000.0,8,160.0,240.0,40.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3727',FINGERED FET,mod_fingered_fet_ov_pmos_nf_4_lc_0.24_lch_0.16_lov_0.04_gateasym_0.00_w_4.0,9100,19800.0,3,4000.0,4,160.0,240.0,40.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3728',FINGERED FET,mod_fingered_fet_ov_nmos_nf_32_lc_0.24_lch_0.16_lov_0.02_gateasym_0.00_w_4.0,9150,10080.0,3,4000.0,32,160.0,240.0,20.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3729',FINGERED FET,mod_fingered_fet_ov_nmos_nf_16_lc_0.24_lch_0.16_lov_0.02_gateasym_0.00_w_4.0,9150,13320.0,3,4000.0,16,160.0,240.0,20.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3730',FINGERED FET,mod_fingered_fet_ov_nmos_nf_8_lc_0.24_lch_0.16_lov_0.02_gateasym_0.00_w_4.0,9150,16560.0,3,4000.0,8,160.0,240.0,20.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3731',FINGERED FET,mod_fingered_fet_ov_nmos_nf_4_lc_0.24_lch_0.16_lov_0.02_gateasym_0.00_w_4.0,9150,19800.0,3,4000.0,4,160.0,240.0,20.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3732',FINGERED FET,mod_fingered_fet_ov_pmos_nf_32_lc_0.24_lch_0.16_lov_0.02_gateasym_0.00_w_4.0,9200,10080.0,3,4000.0,32,160.0,240.0,20.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3733',FINGERED FET,mod_fingered_fet_ov_pmos_nf_16_lc_0.24_lch_0.16_lov_0.02_gateasym_0.00_w_4.0,9200,13320.0,3,4000.0,16,160.0,240.0,20.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3734',FINGERED FET,mod_fingered_fet_ov_pmos_nf_8_lc_0.24_lch_0.16_lov_0.02_gateasym_0.00_w_4.0,9200,16560.0,3,4000.0,8,160.0,240.0,20.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3735',FINGERED FET,mod_fingered_fet_ov_pmos_nf_4_lc_0.24_lch_0.16_lov_0.02_gateasym_0.00_w_4.0,9200,19800.0,3,4000.0,4,160.0,240.0,20.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3736',FINGERED FET,mod_fingered_fet_ov_nmos_nf_32_lc_0.24_lch_0.16_lov_0.0_gateasym_0.00_w_4.0,9250,10080.0,3,4000.0,32,160.0,240.0,0.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3737',FINGERED FET,mod_fingered_fet_ov_nmos_nf_16_lc_0.24_lch_0.16_lov_0.0_gateasym_0.00_w_4.0,9250,13320.0,3,4000.0,16,160.0,240.0,0.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3738',FINGERED FET,mod_fingered_fet_ov_nmos_nf_8_lc_0.24_lch_0.16_lov_0.0_gateasym_0.00_w_4.0,9250,16560.0,3,4000.0,8,160.0,240.0,0.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3739',FINGERED FET,mod_fingered_fet_ov_nmos_nf_4_lc_0.24_lch_0.16_lov_0.0_gateasym_0.00_w_4.0,9250,19800.0,3,4000.0,4,160.0,240.0,0.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3740',FINGERED FET,mod_fingered_fet_ov_pmos_nf_32_lc_0.24_lch_0.16_lov_0.0_gateasym_0.00_w_4.0,9300,10080.0,3,4000.0,32,160.0,240.0,0.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3741',FINGERED FET,mod_fingered_fet_ov_pmos_nf_16_lc_0.24_lch_0.16_lov_0.0_gateasym_0.00_w_4.0,9300,13320.0,3,4000.0,16,160.0,240.0,0.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3742',FINGERED FET,mod_fingered_fet_ov_pmos_nf_8_lc_0.24_lch_0.16_lov_0.0_gateasym_0.00_w_4.0,9300,16560.0,3,4000.0,8,160.0,240.0,0.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3743',FINGERED FET,mod_fingered_fet_ov_pmos_nf_4_lc_0.24_lch_0.16_lov_0.0_gateasym_0.00_w_4.0,9300,19800.0,3,4000.0,4,160.0,240.0,0.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3744',FINGERED FET,mod_fingered_fet_ov_nmos_nf_32_lc_0.24_lch_0.16_lov_-0.01_gateasym_0.00_w_4.0,9350,10080.0,3,4000.0,32,160.0,240.0,-10.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3745',FINGERED FET,mod_fingered_fet_ov_nmos_nf_16_lc_0.24_lch_0.16_lov_-0.01_gateasym_0.00_w_4.0,9350,13320.0,3,4000.0,16,160.0,240.0,-10.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3746',FINGERED FET,mod_fingered_fet_ov_nmos_nf_8_lc_0.24_lch_0.16_lov_-0.01_gateasym_0.00_w_4.0,9350,16560.0,3,4000.0,8,160.0,240.0,-10.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3747',FINGERED FET,mod_fingered_fet_ov_nmos_nf_4_lc_0.24_lch_0.16_lov_-0.01_gateasym_0.00_w_4.0,9350,19800.0,3,4000.0,4,160.0,240.0,-10.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3748',FINGERED FET,mod_fingered_fet_ov_pmos_nf_32_lc_0.24_lch_0.16_lov_-0.01_gateasym_0.00_w_4.0,9400,10080.0,3,4000.0,32,160.0,240.0,-10.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3749',FINGERED FET,mod_fingered_fet_ov_pmos_nf_16_lc_0.24_lch_0.16_lov_-0.01_gateasym_0.00_w_4.0,9400,13320.0,3,4000.0,16,160.0,240.0,-10.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3750',FINGERED FET,mod_fingered_fet_ov_pmos_nf_8_lc_0.24_lch_0.16_lov_-0.01_gateasym_0.00_w_4.0,9400,16560.0,3,4000.0,8,160.0,240.0,-10.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3751',FINGERED FET,mod_fingered_fet_ov_pmos_nf_4_lc_0.24_lch_0.16_lov_-0.01_gateasym_0.00_w_4.0,9400,19800.0,3,4000.0,4,160.0,240.0,-10.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3752',FINGERED FET,mod_fingered_fet_ov_nmos_nf_32_lc_0.24_lch_0.12_lov_0.1_gateasym_0.00_w_4.0,9450,10080.0,3,4000.0,32,120.0,240.0,100.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3753',FINGERED FET,mod_fingered_fet_ov_nmos_nf_16_lc_0.24_lch_0.12_lov_0.1_gateasym_0.00_w_4.0,9450,13320.0,3,4000.0,16,120.0,240.0,100.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3754',FINGERED FET,mod_fingered_fet_ov_nmos_nf_8_lc_0.24_lch_0.12_lov_0.1_gateasym_0.00_w_4.0,9450,16560.0,3,4000.0,8,120.0,240.0,100.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3755',FINGERED FET,mod_fingered_fet_ov_nmos_nf_4_lc_0.24_lch_0.12_lov_0.1_gateasym_0.00_w_4.0,9450,19800.0,3,4000.0,4,120.0,240.0,100.0,0.0,None,None,"3-Terminal Fingered FETs NMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3756',FINGERED FET,mod_fingered_fet_ov_pmos_nf_32_lc_0.24_lch_0.12_lov_0.1_gateasym_0.00_w_4.0,9500,10080.0,3,4000.0,32,120.0,240.0,100.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3757',FINGERED FET,mod_fingered_fet_ov_pmos_nf_16_lc_0.24_lch_0.12_lov_0.1_gateasym_0.00_w_4.0,9500,13320.0,3,4000.0,16,120.0,240.0,100.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3758',FINGERED FET,mod_fingered_fet_ov_pmos_nf_8_lc_0.24_lch_0.12_lov_0.1_gateasym_0.00_w_4.0,9500,16560.0,3,4000.0,8,120.0,240.0,100.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
'3759',FINGERED FET,mod_fingered_fet_ov_pmos_nf_4_lc_0.24_lch_0.12_lov_0.1_gateasym_0.00_w_4.0,9500,19800.0,3,4000.0,4,120.0,240.0,100.0,0.0,None,None,"3-Terminal Fingered FETs PMOS Pads are ordered (from bottom-to-top): S, D, G, S, D, G, S, D, G, S, D, G"
