dirname,path,type,lc,lch,lov,gateasym,w,device_id
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_0_2025_08_11_12_40_55,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_0_2025_08_11_12_40_55,nmos,0.16,0.12,0.06,0.0,4.0,0
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_10_2025_08_11_12_33_48,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_10_2025_08_11_12_33_48,nmos,0.16,0.12,0.06,0.0,4.0,10
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_11_2025_08_11_12_33_05,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_11_2025_08_11_12_33_05,nmos,0.16,0.12,0.06,0.0,4.0,11
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_12_2025_08_11_12_32_22,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_12_2025_08_11_12_32_22,nmos,0.16,0.12,0.06,0.0,4.0,12
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_13_2025_08_11_12_31_40,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_13_2025_08_11_12_31_40,nmos,0.16,0.12,0.06,0.0,4.0,13
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_14_2025_08_11_12_30_57,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_14_2025_08_11_12_30_57,nmos,0.16,0.12,0.06,0.0,4.0,14
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_15_2025_08_11_12_30_14,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_15_2025_08_11_12_30_14,nmos,0.16,0.12,0.06,0.0,4.0,15
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_16_2025_08_11_12_29_32,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_16_2025_08_11_12_29_32,nmos,0.16,0.12,0.06,0.0,4.0,16
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_17_2025_08_11_12_28_49,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_17_2025_08_11_12_28_49,nmos,0.16,0.12,0.06,0.0,4.0,17
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_18_2025_08_11_12_28_06,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_18_2025_08_11_12_28_06,nmos,0.16,0.12,0.06,0.0,4.0,18
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_19_2025_08_11_12_27_24,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_19_2025_08_11_12_27_24,nmos,0.16,0.12,0.06,0.0,4.0,19
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_1_2025_08_11_12_40_12,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_1_2025_08_11_12_40_12,nmos,0.16,0.12,0.06,0.0,4.0,1
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_20_2025_08_11_12_26_41,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_20_2025_08_11_12_26_41,nmos,0.16,0.12,0.06,0.0,4.0,20
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_21_2025_08_11_12_25_58,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_21_2025_08_11_12_25_58,nmos,0.16,0.12,0.06,0.0,4.0,21
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_22_2025_08_11_12_25_16,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_22_2025_08_11_12_25_16,nmos,0.16,0.12,0.06,0.0,4.0,22
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_23_2025_08_11_12_24_33,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_23_2025_08_11_12_24_33,nmos,0.16,0.12,0.06,0.0,4.0,23
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_2_2025_08_11_12_39_29,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_2_2025_08_11_12_39_29,nmos,0.16,0.12,0.06,0.0,4.0,2
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_3_2025_08_11_12_38_46,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_3_2025_08_11_12_38_46,nmos,0.16,0.12,0.06,0.0,4.0,3
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_4_2025_08_11_12_38_04,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_4_2025_08_11_12_38_04,nmos,0.16,0.12,0.06,0.0,4.0,4
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_5_2025_08_11_12_37_21,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_5_2025_08_11_12_37_21,nmos,0.16,0.12,0.06,0.0,4.0,5
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_6_2025_08_11_12_36_38,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_6_2025_08_11_12_36_38,nmos,0.16,0.12,0.06,0.0,4.0,6
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_7_2025_08_11_12_35_56,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_7_2025_08_11_12_35_56,nmos,0.16,0.12,0.06,0.0,4.0,7
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_8_2025_08_11_12_35_13,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_8_2025_08_11_12_35_13,nmos,0.16,0.12,0.06,0.0,4.0,8
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_9_2025_08_11_12_34_30,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.12_lov_0.06_gateasym_0.00_w_4.0_9_2025_08_11_12_34_30,nmos,0.16,0.12,0.06,0.0,4.0,9
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_0_2025_08_11_12_06_50,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_0_2025_08_11_12_06_50,nmos,0.16,0.14,0.06,0.0,4.0,0
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_10_2025_08_11_11_59_44,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_10_2025_08_11_11_59_44,nmos,0.16,0.14,0.06,0.0,4.0,10
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_11_2025_08_11_11_59_01,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_11_2025_08_11_11_59_01,nmos,0.16,0.14,0.06,0.0,4.0,11
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_12_2025_08_11_11_58_18,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_12_2025_08_11_11_58_18,nmos,0.16,0.14,0.06,0.0,4.0,12
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_13_2025_08_11_11_57_36,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_13_2025_08_11_11_57_36,nmos,0.16,0.14,0.06,0.0,4.0,13
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_14_2025_08_11_11_56_53,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_14_2025_08_11_11_56_53,nmos,0.16,0.14,0.06,0.0,4.0,14
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_15_2025_08_11_11_56_10,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_15_2025_08_11_11_56_10,nmos,0.16,0.14,0.06,0.0,4.0,15
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_16_2025_08_11_11_55_27,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_16_2025_08_11_11_55_27,nmos,0.16,0.14,0.06,0.0,4.0,16
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_17_2025_08_11_11_54_45,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_17_2025_08_11_11_54_45,nmos,0.16,0.14,0.06,0.0,4.0,17
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_18_2025_08_11_11_54_02,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_18_2025_08_11_11_54_02,nmos,0.16,0.14,0.06,0.0,4.0,18
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_19_2025_08_11_11_53_19,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_19_2025_08_11_11_53_19,nmos,0.16,0.14,0.06,0.0,4.0,19
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_1_2025_08_11_12_06_08,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_1_2025_08_11_12_06_08,nmos,0.16,0.14,0.06,0.0,4.0,1
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_20_2025_08_11_11_52_36,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_20_2025_08_11_11_52_36,nmos,0.16,0.14,0.06,0.0,4.0,20
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_21_2025_08_11_11_51_54,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_21_2025_08_11_11_51_54,nmos,0.16,0.14,0.06,0.0,4.0,21
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_22_2025_08_11_11_51_11,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_22_2025_08_11_11_51_11,nmos,0.16,0.14,0.06,0.0,4.0,22
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_23_2025_08_11_11_50_28,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_23_2025_08_11_11_50_28,nmos,0.16,0.14,0.06,0.0,4.0,23
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_2_2025_08_11_12_05_25,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_2_2025_08_11_12_05_25,nmos,0.16,0.14,0.06,0.0,4.0,2
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_3_2025_08_11_12_04_42,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_3_2025_08_11_12_04_42,nmos,0.16,0.14,0.06,0.0,4.0,3
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_4_2025_08_11_12_04_00,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_4_2025_08_11_12_04_00,nmos,0.16,0.14,0.06,0.0,4.0,4
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_5_2025_08_11_12_03_17,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_5_2025_08_11_12_03_17,nmos,0.16,0.14,0.06,0.0,4.0,5
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_6_2025_08_11_12_02_34,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_6_2025_08_11_12_02_34,nmos,0.16,0.14,0.06,0.0,4.0,6
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_7_2025_08_11_12_01_52,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_7_2025_08_11_12_01_52,nmos,0.16,0.14,0.06,0.0,4.0,7
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_8_2025_08_11_12_01_09,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_8_2025_08_11_12_01_09,nmos,0.16,0.14,0.06,0.0,4.0,8
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_9_2025_08_11_12_00_26,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.14_lov_0.06_gateasym_0.00_w_4.0_9_2025_08_11_12_00_26,nmos,0.16,0.14,0.06,0.0,4.0,9
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_0_2025_08_11_11_32_44,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_0_2025_08_11_11_32_44,nmos,0.16,0.16,0.06,0.0,4.0,0
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_10_2025_08_11_11_25_37,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_10_2025_08_11_11_25_37,nmos,0.16,0.16,0.06,0.0,4.0,10
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_11_2025_08_11_11_24_59,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_11_2025_08_11_11_24_59,nmos,0.16,0.16,0.06,0.0,4.0,11
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_12_2025_08_11_11_24_17,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_12_2025_08_11_11_24_17,nmos,0.16,0.16,0.06,0.0,4.0,12
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_13_2025_08_11_11_23_33,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_13_2025_08_11_11_23_33,nmos,0.16,0.16,0.06,0.0,4.0,13
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_14_2025_08_11_11_22_51,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_14_2025_08_11_11_22_51,nmos,0.16,0.16,0.06,0.0,4.0,14
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_15_2025_08_11_11_22_08,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_15_2025_08_11_11_22_08,nmos,0.16,0.16,0.06,0.0,4.0,15
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_16_2025_08_11_11_21_25,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_16_2025_08_11_11_21_25,nmos,0.16,0.16,0.06,0.0,4.0,16
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_17_2025_08_11_11_20_42,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_17_2025_08_11_11_20_42,nmos,0.16,0.16,0.06,0.0,4.0,17
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_18_2025_08_11_11_20_00,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_18_2025_08_11_11_20_00,nmos,0.16,0.16,0.06,0.0,4.0,18
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_19_2025_08_11_11_19_17,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_19_2025_08_11_11_19_17,nmos,0.16,0.16,0.06,0.0,4.0,19
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_1_2025_08_11_11_32_01,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_1_2025_08_11_11_32_01,nmos,0.16,0.16,0.06,0.0,4.0,1
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_20_2025_08_11_11_18_34,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_20_2025_08_11_11_18_34,nmos,0.16,0.16,0.06,0.0,4.0,20
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_21_2025_08_11_11_17_51,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_21_2025_08_11_11_17_51,nmos,0.16,0.16,0.06,0.0,4.0,21
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_22_2025_08_11_11_17_09,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_22_2025_08_11_11_17_09,nmos,0.16,0.16,0.06,0.0,4.0,22
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_23_2025_08_11_11_16_26,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_23_2025_08_11_11_16_26,nmos,0.16,0.16,0.06,0.0,4.0,23
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_2_2025_08_11_11_31_19,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_2_2025_08_11_11_31_19,nmos,0.16,0.16,0.06,0.0,4.0,2
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_3_2025_08_11_11_30_36,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_3_2025_08_11_11_30_36,nmos,0.16,0.16,0.06,0.0,4.0,3
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_4_2025_08_11_11_29_53,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_4_2025_08_11_11_29_53,nmos,0.16,0.16,0.06,0.0,4.0,4
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_5_2025_08_11_11_29_10,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_5_2025_08_11_11_29_10,nmos,0.16,0.16,0.06,0.0,4.0,5
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_6_2025_08_11_11_28_28,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_6_2025_08_11_11_28_28,nmos,0.16,0.16,0.06,0.0,4.0,6
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_7_2025_08_11_11_27_45,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_7_2025_08_11_11_27_45,nmos,0.16,0.16,0.06,0.0,4.0,7
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_8_2025_08_11_11_27_02,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_8_2025_08_11_11_27_02,nmos,0.16,0.16,0.06,0.0,4.0,8
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_9_2025_08_11_11_26_20,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.16_lov_0.06_gateasym_0.00_w_4.0_9_2025_08_11_11_26_20,nmos,0.16,0.16,0.06,0.0,4.0,9
gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_0_2025_08_11_10_58_37,./scripts/die1-1_full_sweep\die_x_1_y_-1\gax_mod_fet_tlm_nmos_lc_0.16_lch_0.20_lov_0.06_gateasym_0.00_w_4.0_0_2025_08_11_10_58_37,nmos,0.16,0.2,0.06,0.0,4.0,0
